chunk_id,book,page,chunk_index,char_count,token_count_est,word_count,has_newline,preview
179,Allana-Piza-YAzyk-telodvizhenij,56,1,459,114,60,False,"Поразителен тот факт, что многие люди, обладающие таким рукопожатием, не знают этого, поэтому есть с"
180,Allana-Piza-YAzyk-telodvizhenij,57,0,440,110,61,False,"Пожатие несогнутой, прямой рукой, как и доминантное, является признаком агрессивного человека. Его г"
181,Allana-Piza-YAzyk-telodvizhenij,57,1,389,97,56,False,"Пожатие кончиков пальцев напоминает пожатие прямой несог нутой рукой, невыполненное до конца: вместо"
182,Allana-Piza-YAzyk-telodvizhenij,57,2,450,112,68,False,"Рукопожатие, при котором инициатор тянет руку реципиента на себя, может означать одно из двух: или э"
183,Allana-Piza-YAzyk-telodvizhenij,58,0,471,117,64,False,"необходимо обратить внимание на два существенных момента. Во первых, для передачи переполненности чу"
184,Allana-Piza-YAzyk-telodvizhenij,58,1,455,113,68,False,"35), то это выражает больше чувства, чем когда она находится на предплечье (рис. 34). Во вторых, пов"
185,Allana-Piza-YAzyk-telodvizhenij,58,2,415,103,53,False,34) затрагивает особо интимную зону и может привести к сближению' или прикосновению тел. Это возможн
186,Allana-Piza-YAzyk-telodvizhenij,58,3,258,64,35,False,"Часто можно видеть, как политические деятели.приветствуют своих избирателей с помощью этого жеста, и"
187,Allana-Piza-YAzyk-telodvizhenij,61,0,454,113,63,False,"Жесты Кистей Рук. Потирание Ладоней Недавно к нам с женой приходила в гости наша приятельница, обсуд"
188,Allana-Piza-YAzyk-telodvizhenij,61,1,94,23,14,False,"Человек, бросающий кубик, потирает его между ладонями как сигнал того, что он ожидает победу. "
189,Allana-Piza-YAzyk-telodvizhenij,61,2,479,119,69,False,Рас порядитель церемонии или конферансье потирает ладони перед тем как произнести: «Мы с нетерпением
190,Allana-Piza-YAzyk-telodvizhenij,61,3,62,15,9,False,"Скорость, с которой выполняется этот жест, сигнализирует о том"
191,Allana-Piza-YAzyk-telodvizhenij,62,0,500,125,82,False,"человеке, который предполагает получить положительные результаты в данной ситуации. Например, вы хот"
192,Allana-Piza-YAzyk-telodvizhenij,62,1,353,88,54,False,"Он покажется вам хитрым или нечестным, и у вас появится чувство, что предстоящая сделка будет скорее"
193,Allana-Piza-YAzyk-telodvizhenij,62,2,461,115,70,False,"Когда с этим жестом к продавцам приходит покупатель и произносит: «Ну ка, посмотрим, что у вас есть!"
194,Allana-Piza-YAzyk-telodvizhenij,63,0,508,127,71,False,Потирание Большого Пальца об Указательный Потирание большого пальца об указательный или о кончики др
195,Allana-Piza-YAzyk-telodvizhenij,64,0,463,115,68,False,"Сцепленные Пальцы Рук С первого взгляда это может показаться доверительным жестом, поскольку когда л"
196,Allana-Piza-YAzyk-telodvizhenij,64,1,400,100,58,False,"Исследования, проведенные Ниренбергом и Калеро по изучению жеста сцепленных пальцев рук, позволили и"
197,Allana-Piza-YAzyk-telodvizhenij,65,0,421,105,59,False,"Существует зависимость между положением рук и силой негативного чувства, испытываемого человеком, то"
198,Allana-Piza-YAzyk-telodvizhenij,66,0,440,110,64,False,"Шпилеобразное Положение Рук В самом начале я уже упоминал о том, что жесты не существуют изолированн"
199,Allana-Piza-YAzyk-telodvizhenij,66,1,430,107,55,False,"И действительно, этим жестом часто пользуются уверенные в себе люди, лица, занимающие руководящие до"
200,Allana-Piza-YAzyk-telodvizhenij,66,2,452,113,64,False,"Люди управляющего звена часто применяют этот жест, когда отдают распоряжения или советы своим подчин"
201,Allana-Piza-YAzyk-telodvizhenij,66,3,439,109,61,False,"Ниберенберг и Калеро заметили, что женщины чаще используют положение рук шпилем вниз, чем шпилем вве"
202,Allana-Piza-YAzyk-telodvizhenij,66,4,392,98,57,False,"Например, агент по продаже, предлагающий свой товар потенциальному покупателю, может обратить вниман"
203,Allana-Piza-YAzyk-telodvizhenij,67,0,169,42,25,False,"решение, последует серия положительных жестов, агент получит сигнал о том, что можно завершить перег"
204,Allana-Piza-YAzyk-telodvizhenij,67,1,401,100,62,False,"С другой стороны, если за шпилеобразным жестом (особенно, если он был сделан в конце презентации тов"
205,Allana-Piza-YAzyk-telodvizhenij,67,2,245,61,32,False,"В обоих случаях «шпиль жест» означает уверенность в себе, но один имеет положительное значение, а др"
206,Allana-Piza-YAzyk-telodvizhenij,69,0,335,83,47,False,"Закладывание Рук за Спину Было замечено, что многие мужчины — члены Британской королевской семьи — и"
207,Allana-Piza-YAzyk-telodvizhenij,69,1,407,101,55,False,"В обыденной жизни этот жест используется полицей ским на дежурстве, директором местной школы, проход"
208,Allana-Piza-YAzyk-telodvizhenij,69,2,415,103,55,False,"Наши эксперименты показали, что если в особо стрессовых ситуациях (таких как состояние интервьюируем"
209,Allana-Piza-YAzyk-telodvizhenij,69,3,469,117,71,False,"95). Создается впечатление, что оружие само по себе придает человеку весомость, поэтому необходимост"
210,Allana-Piza-YAzyk-telodvizhenij,69,4,474,118,75,False,"Интересно, что чем более сердит человек, тем выше передвигается его рука по спине. Человек на рис. 4"
211,Allana-Piza-YAzyk-telodvizhenij,69,5,191,47,29,False,"Это плохой прием, используемый агентом для того, чтобы скрыть свою нервозность, и наблюдательный пок"
212,Allana-Piza-YAzyk-telodvizhenij,71,0,501,125,67,False,Акцентирование Больших Пальцев В учении о гадании по руке большие пальцы рук обозначают силу характе
213,Allana-Piza-YAzyk-telodvizhenij,71,1,427,106,57,False,"Ухаживающий за женщиной мужчина использует этот жест в ее присутствии, а наиболее типичен он для люд"
214,Allana-Piza-YAzyk-telodvizhenij,71,2,335,83,49,False,"Возьмите для примера, ситуацию, когда адвокат, обращаясь к суду мягким низким голосом говорит: «Дамы"
215,Allana-Piza-YAzyk-telodvizhenij,72,0,472,118,68,False,"адвокат неискренен и даже помпезен. Если бы он действительно хотел предстать скромным, он должен был"
216,Allana-Piza-YAzyk-telodvizhenij,72,1,89,22,14,False,"48). Кроме того, любители этого жеста часто встают на цыпочки, чтобы стать повыше ростом."
217,Allana-Piza-YAzyk-telodvizhenij,73,0,404,101,54,False,Другой популярный жест — скрещенные на груди руки с вертикально выставленными большими пальцами рук.
218,Allana-Piza-YAzyk-telodvizhenij,73,1,125,31,16,False,Жест с акцентированием больших пальцев используется также для выражения насмешки или неуважительного
219,Allana-Piza-YAzyk-telodvizhenij,74,0,442,110,63,False,"которого указывают большим пальцем. Например, если муж, обращаясь к своему другу, указывает на свою "
220,Allana-Piza-YAzyk-telodvizhenij,74,1,117,29,20,False,"Этот жест не характерен для женщин, хотя иногда они тоже используют его по отношению к людям, которы"
221,Allana-Piza-YAzyk-telodvizhenij,76,0,484,121,72,False,"Обман, Ложь, Сомнение Как узнать, что человек лжет? Распознавание невербальных жестов, сигнализирующ"
222,Allana-Piza-YAzyk-telodvizhenij,76,1,411,102,63,False,"Мы уже говорили о том, что дети совершенно откровенно используют жесты, свидетельствующие об обмане."
223,Allana-Piza-YAzyk-telodvizhenij,76,2,378,94,62,False,"Когда человек взрослеет, его жесты, с использованием рук у лица, становятся более утонченными и мене"
224,Allana-Piza-YAzyk-telodvizhenij,76,3,460,115,70,False,"Одной из наиболее удручающих картин для выступающего является вид аудитории, где все до одного держа"
225,Allana-Piza-YAzyk-telodvizhenij,77,0,479,119,67,False,"когда человек лжет, покрывает ложь или дает лживые свидетельские показания. Эти жесты могут также об"
226,Allana-Piza-YAzyk-telodvizhenij,77,1,387,96,53,False,"Доктор Десмонд Моррис проводил эксперимент с медицинскими сестрами, которым в условиях ролевой игры "
227,Allana-Piza-YAzyk-telodvizhenij,78,0,476,119,79,False,Защита Рта Рукой Защита рта рукой является одним из немногих жестов взрослого человека и имеет тот ж
228,Allana-Piza-YAzyk-telodvizhenij,78,1,362,90,46,False,"Некоторые люди пытаются притворно покашливать, чтобы замаскировать этот жест. Хамфрей Богарт, когда "
229,Allana-Piza-YAzyk-telodvizhenij,79,0,364,91,48,False,"Прикосновение к Носу В сущности, прикосновение к носу является утонченным, замаскированным вариантом"
230,Allana-Piza-YAzyk-telodvizhenij,79,1,438,109,66,False,"Одно из объяснений природы этого жеста заключается в том, что когда плохие мысли проникают в сознани"
231,Allana-Piza-YAzyk-telodvizhenij,79,2,398,99,59,False,"Меня часто спрашивают: «А что, если у человека просто часто чешется нос?» Если чешется нос, то челов"
232,Allana-Piza-YAzyk-telodvizhenij,80,0,481,120,70,False,"Потирание Века Мудрая обезьяна говорит: «Не вижу греха», закрывая глаза. Этот жест вызван тем, что в"
233,Allana-Piza-YAzyk-telodvizhenij,80,1,402,100,57,False,Это может быть вызвано двумя причинами: в силу своего воспитания они не знакомы с грубыми жестами; о
234,Allana-Piza-YAzyk-telodvizhenij,80,2,133,33,18,False,"Киноактеры пользуются этим сложным жестом для изображения неискренности своих героев, но в обычной ж"
235,Allana-Piza-YAzyk-telodvizhenij,81,0,473,118,63,False,"Почесывание и Потирание Уха Фактически этот жест вызван желанием слушающего отгородиться от слов, по"
236,Allana-Piza-YAzyk-telodvizhenij,81,1,97,24,14,False,"Этот последний жест говорит о том, что человек наслушался вдоволь и хочет, возможно, высказаться."
237,Allana-Piza-YAzyk-telodvizhenij,82,0,415,103,62,False,Почесывание Шеи В этом случае человек почесывает указательным пальцем правой руки место под мочкой у
238,Allana-Piza-YAzyk-telodvizhenij,82,1,171,42,25,False,"Он особенно бросается в глаза в том случае, если он противоречит вербальному языку, например, если ч"
239,Allana-Piza-YAzyk-telodvizhenij,83,0,487,121,69,False,"Оттягивание Воротничка В ходе исследования жестов людей, сопровождающих их ложь, Десмонд Моррис заме"
240,Allana-Piza-YAzyk-telodvizhenij,83,1,366,91,58,False,"Этот жест используется также, когда человек разгневан или расстроен, при — этом он оттягивает воротн"
241,Allana-Piza-YAzyk-telodvizhenij,84,0,418,104,60,False,Пальцы во Рту Моррис дает такое объяснение этому жесту: человек кладет пальцы в рот в состоянии силь
242,Allana-Piza-YAzyk-telodvizhenij,84,1,242,60,34,False,"Если жесты, связанные с прикрытием рта рукой, обозначают обман, пальцы во рту говорят о внутренней п"
243,Allana-Piza-YAzyk-telodvizhenij,85,0,433,108,65,False,Толкование Жестов и Ошибки Толкования Требуется определенное время и определенный уровень наблю дате
244,Allana-Piza-YAzyk-telodvizhenij,85,1,384,96,46,False,"Это может быть сомнение, обман, неуверенность, некоторое преувеличение действительного факта, мрачно"
245,Allana-Piza-YAzyk-telodvizhenij,85,2,447,111,68,False,"Например, мой друг, с которым мы часто играем в шахматы, часто потирает ухо или трогает нос, когда н"
246,Allana-Piza-YAzyk-telodvizhenij,85,3,459,114,78,False,"Если он откидывается спиной назад и делает шпилеобразный жест (уверенность), я могу предположить, чт"
247,Allana-Piza-YAzyk-telodvizhenij,85,4,463,115,73,False,"Недавно я проводил собеседование с молодым человеком, желающим устроиться на работу в нашу компанию."
248,Allana-Piza-YAzyk-telodvizhenij,85,5,144,36,23,False,"Я спросил его о предыдущих должностях и местах работы. Когда он отвечал, его ответы сопровождались п"
249,Allana-Piza-YAzyk-telodvizhenij,86,0,470,117,74,False,"продолжал избегать моего взгляда. Так продолжалось в течение всего собеседования, и в конечном итоге"
250,Allana-Piza-YAzyk-telodvizhenij,86,1,481,120,71,False,"На семинаре менеджеров прокручивалась видеозапись ролевой игры, основанной на проведении собеседован"
251,Allana-Piza-YAzyk-telodvizhenij,86,2,433,108,66,False,"Жест прикрывания рта длился несколько секунд перед его ответом, а затем он вернулся к своей открытой"
252,Allana-Piza-YAzyk-telodvizhenij,86,3,351,87,54,False,"Когда же он подумал о положительном варианте ответа, рука упала, и он вернулся к своей прежней откры"
253,Allana-Piza-YAzyk-telodvizhenij,86,4,203,50,27,False,"И только путем постоянной тренировки в Наблюдении и изучении этих жестов, при учитывании контекста, "
254,Allana-Piza-YAzyk-telodvizhenij,87,0,511,127,68,False,"Подпирание Ладонью Щеки и Подбородка Хорошим лектором считается тот, кто инстинктивно чувствует, ког"
255,Allana-Piza-YAzyk-telodvizhenij,87,1,118,29,19,False,"К счастью, о его реакции можно судить по ряду жестов, среди которых может быть подпирание ладонью ще"
256,Allana-Piza-YAzyk-telodvizhenij,88,0,450,112,68,False,"Скука Когда слушатель начинает подставлять руку для того, чтобы опереть на нее голову, это верный пр"
257,Allana-Piza-YAzyk-telodvizhenij,88,1,479,119,68,False,Постукивание пальцами по столу и постоянный топот ног по полу часто неправильно интерпретируются как
258,Allana-Piza-YAzyk-telodvizhenij,88,2,181,45,24,False,"Важно в этой связи отметить, что скорость постукивания пальцами или топтание ногами зависит от степе"
259,Allana-Piza-YAzyk-telodvizhenij,89,0,340,85,49,False,"Оценочные Отношения Человек принимает оценочную позу, если он подпирает щеку сжатыми в кулак пальцам"
260,Allana-Piza-YAzyk-telodvizhenij,89,1,423,105,60,False,"Я присутствовал на многочисленных совещаниях менеджеров, где' видел, как молодые подрастающие менедж"
261,Allana-Piza-YAzyk-telodvizhenij,89,2,390,97,62,False,"Настоящий интерес проявляется, когда рука, находясь под щекой, не служит опорой для головы. Простой "
262,Allana-Piza-YAzyk-telodvizhenij,89,3,195,48,28,False,"Когда указательный палец направлен вертикально к виску, и большой палец поддерживает подбородок, это"
263,Allana-Piza-YAzyk-telodvizhenij,90,0,495,123,70,False,"сообщения. Часто указательный палец может потирать или натягивать веко по мере того, как негативные "
264,Allana-Piza-YAzyk-telodvizhenij,90,1,184,46,23,False,"Жест критической оценки часто путают с сигналом заин тересованности, но при критическом отношении об"
265,Allana-Piza-YAzyk-telodvizhenij,91,0,509,127,73,False,"Поглаживание Подбородка В следующий раз, когда вам представится возможность предложить группе людей "
266,Allana-Piza-YAzyk-telodvizhenij,91,1,374,93,52,False,У ваших слушателей одна рука передвинется к подбородку и начнет погла живать подбородок. Этот жест «
267,Allana-Piza-YAzyk-telodvizhenij,91,2,475,118,68,False,"Агент по продаже поступит неразумно, если прервет покупателя в момент, когда он начнет поглаживать п"
268,Allana-Piza-YAzyk-telodvizhenij,92,0,362,90,49,False,"Моментально следует еще раз пройтись по достоинствам предлагаемого, товара до того, как покупатель в"
269,Allana-Piza-YAzyk-telodvizhenij,93,0,262,65,39,False,"Варианты Жестов, Связанных с Принятием Решения Если человек носит очки, то вслед за оценочными жеста"
270,Allana-Piza-YAzyk-telodvizhenij,93,1,406,101,62,False,"Если человек после того, как его попросили сообщить о своем решении, берет в рот ручку или палец; эт"
271,Allana-Piza-YAzyk-telodvizhenij,94,0,421,105,57,False,"Сочетание Различных «Рука к-Лицу» Жестов Иногда жесты, обозначающие скуку, критическое отношение и п"
272,Allana-Piza-YAzyk-telodvizhenij,94,1,138,34,18,False,"На рисунке 64 показана критическая оценка, выраженная подпиранием головы большим пальцем, т.к. слуша"
273,Allana-Piza-YAzyk-telodvizhenij,95,0,423,105,63,False,"Потирание Затылка и Хлопок по Лбу Утрированным вариантом жеста, выраженного оттягиванием воротничка,"
274,Allana-Piza-YAzyk-telodvizhenij,95,1,491,122,74,False,"Предположим, что вы попросили своего подчиненного выполнить ваше поручение, и что он забыл это сдела"
275,Allana-Piza-YAzyk-telodvizhenij,96,0,309,77,56,False,"куда приходится шлепок — по лбу или по шее. Если он шлепает себя по лбу (рис. 66), он сигналит, что "
276,Allana-Piza-YAzyk-telodvizhenij,96,1,277,69,39,False,"Люди, имеющие привычку потирать затылочную часть своей шеи, склонны проявлять негативное или критиче"
277,Allana-Piza-YAzyk-telodvizhenij,98,0,271,67,40,False,"Руки на Груди Укрытие за какой нибудь перегородкой есть естественная реакция человека, которую он ус"
278,Allana-Piza-YAzyk-telodvizhenij,98,1,495,123,72,False,"Подрастая, мы стали более изощренными в средствах самообороны и, достигнув шестилетнего возраста, ко"
279,Allana-Piza-YAzyk-telodvizhenij,98,2,445,111,64,False,"Помещая одну или обе руки у себя на груди, мы образуем барьер. Это, в сущности, попытка отгородиться"
280,Allana-Piza-YAzyk-telodvizhenij,98,3,480,120,71,False,Группу студентов попросили посетить ряд лекций и во время лекций сидеть расслабленно и непринужденно
281,Allana-Piza-YAzyk-telodvizhenij,98,4,424,106,64,False,"У второй группы мнение о лекторе и самой лекции было более критическим. Эти исследования показывают,"
282,Allana-Piza-YAzyk-telodvizhenij,98,5,131,32,22,False,"Многие люди утверждают, что у них привычка складывать руки на груди, потому что это удобная поза. Лю"
283,Allana-Piza-YAzyk-telodvizhenij,99,0,466,116,64,False,"соответствует вашему настроению; то есть, если у вас нервозное, критически настроенное состояние, эт"
284,Allana-Piza-YAzyk-telodvizhenij,100,0,422,105,55,False,Скрещенные на Груди Руки — Самый Распространенный Жест Руки в замок на груди выражают попытку спрята
285,Allana-Piza-YAzyk-telodvizhenij,100,1,386,96,56,False,"Его всегда можно увидеть, наблюдая за человеком в толпе незнакомых людей на общественных собраниях, "
286,Allana-Piza-YAzyk-telodvizhenij,100,2,293,73,50,False,"После того, как аудитория выслушала поток моих критических замечаний, я попросил их замереть в той п"
287,Allana-Piza-YAzyk-telodvizhenij,101,0,431,107,61,False,"моя словесная атака на уважаемых ими людей. Это отчетливо показывает, что большинство людей принимае"
288,Allana-Piza-YAzyk-telodvizhenij,101,1,425,106,71,False,"Необходимо, чтобы люди приняли более восприимчивую позу и изменили свое отношение к говорящему. Когд"
289,Allana-Piza-YAzyk-telodvizhenij,101,2,366,91,49,False,В этот момент вы должны постараться выяснить причину его жеста и побудить человека занять более расп
290,Allana-Piza-YAzyk-telodvizhenij,101,3,497,124,73,False,"Простой, но эффективный способ заставить человека разомкнуть руки — это дать ему в руки ручку, книгу"
291,Allana-Piza-YAzyk-telodvizhenij,101,4,305,76,47,False,"Что бы вы хотели спросить?"" Или «А что вы 'думаете по этому поводу?», а затем откинуться спиной на с"
292,Allana-Piza-YAzyk-telodvizhenij,101,5,434,108,62,False,"Будучи агентом по продаже, я никогда не продолжал представление своего товара после того, как видел,"
293,Allana-Piza-YAzyk-telodvizhenij,102,0,467,116,67,False,"Скрещивание Рук, Усиленное Сжатием Пальцев в Кулак Если кроме скрещивания рук на груди, человек еще "
294,Allana-Piza-YAzyk-telodvizhenij,102,1,186,46,27,False,"Человек, использующий серию этих жестов, находится в атакующем V положении, в отличие от человека на"
295,Allana-Piza-YAzyk-telodvizhenij,103,0,396,99,61,False,"Кисти Скрещенных Рук на Плечевой Части Руки Вы можете заметить, что этот вид скрещенных рук характер"
296,Allana-Piza-YAzyk-telodvizhenij,103,1,465,116,69,False,"Этот жест можно часто увидеть в приемной доктора или стоматолога, или в салоне самолета перед взлето"
297,Allana-Piza-YAzyk-telodvizhenij,103,2,239,59,30,False,"Человек, занимающий более высокое социальное положение, может подчеркнуть свое превосходство тем, чт"
298,Allana-Piza-YAzyk-telodvizhenij,104,0,386,96,56,False,"управляющему только что представили несколько новых сотрудников, с которыми он ранее не был знаком. "
299,Allana-Piza-YAzyk-telodvizhenij,104,1,357,89,49,False,"Новые члены компании, с другой стороны, поздоровавшись за руку с боссом, примут позу полностью или ч"
300,Allana-Piza-YAzyk-telodvizhenij,104,2,375,93,51,False,"Но что происходит в случае, если главный управляющий знакомится с молодым, перспективным руководител"
301,Allana-Piza-YAzyk-telodvizhenij,104,3,393,98,52,False,"Этот оборонительный жест является модифика цией жеста, в котором оба больших пальца вытянутых горизо"
302,Allana-Piza-YAzyk-telodvizhenij,104,4,506,126,71,False,"Продавцам следует проанализировать ситуацию, когда они видят, что покупатель сделал этот жест, и пос"
303,Allana-Piza-YAzyk-telodvizhenij,104,5,358,89,49,False,"68) и делает совершенно безучастное лицо, спрашивать о заказе не следует, иначе могут быть трагическ"
304,Allana-Piza-YAzyk-telodvizhenij,104,6,179,44,27,False,"Умение понимать язык телодвижений позволяет вам видеть, что человек принял негативное решение до тог"
305,Allana-Piza-YAzyk-telodvizhenij,105,0,433,108,61,False,"Люди, носящие пуленепробиваемые жилеты, редко используют жесты со скрещиванием рук, как средство сам"
306,Allana-Piza-YAzyk-telodvizhenij,106,0,439,109,59,False,"Неполный Барьер, образуемый Руками Если использовать полный жест скрещивания рук, то окружающим стан"
307,Allana-Piza-YAzyk-telodvizhenij,106,1,462,115,60,False,"Другим распространенным вариантом неполного барьера является жест, при котором человек держит самого"
308,Allana-Piza-YAzyk-telodvizhenij,107,0,413,103,50,False,"Замаскированные Жесты, Связанные со Скрещиванием Рук Замаскированные жесты, связанные со скрещивание"
309,Allana-Piza-YAzyk-telodvizhenij,107,1,350,87,51,False,"Для проделывания этого жеста рука движется поперек тела по направлению к другой руке, но вместо того"
310,Allana-Piza-YAzyk-telodvizhenij,107,2,451,112,68,False,"Когда были модными запонки, то часто можно было увидеть, как мужчины поправляли их в тот момент, как"
311,Allana-Piza-YAzyk-telodvizhenij,107,3,342,85,44,False,"71). Этот жест обычно используется людьми, стоящими перед большой аудиторией при получении награды и"
312,Allana-Piza-YAzyk-telodvizhenij,108,0,413,103,50,False,"Замаскированные Жесты, Связанные со Скрещиванием Рук Замаскированные жесты, связанные со скрещивание"
313,Allana-Piza-YAzyk-telodvizhenij,108,1,350,87,51,False,"Для проделывания этого жеста рука движется поперек тела по направлению к другой руке, но вместо того"
314,Allana-Piza-YAzyk-telodvizhenij,108,2,401,100,60,False,"Когда были модными запонки, то часто можно было увидеть, как мужчины поправляли их в тот момент, как"
315,Allana-Piza-YAzyk-telodvizhenij,109,0,471,117,65,False,"Опытного наблюдателя, однако, эти жесты никогда не обманут, потому что они делаются с одной единстве"
316,Allana-Piza-YAzyk-telodvizhenij,109,1,182,45,28,False,"У женщин труднее заметить этот замаскированный защитный жест, потому что они, когда неуверенны в себ"
317,Allana-Piza-YAzyk-telodvizhenij,110,0,357,89,52,False,"Одним из наиболее распространенных вариантов этого жеста будет использование обеих рук для того, что"
318,Allana-Piza-YAzyk-telodvizhenij,110,1,302,75,42,False,"Установив, что люди прибегают к зама скированному защитному жесту при разных обстоятельствах, мы так"
319,Allana-Piza-YAzyk-telodvizhenij,113,0,478,119,62,False,"Перекрещивание Ног Подобно защитным барьерам, сформированным с помощью рук, перекрещивание ног являе"
320,Allana-Piza-YAzyk-telodvizhenij,113,1,383,95,58,False,"С осторожностью нужно подходить к ин терпретации этого жеста у женщин, поскольку в детстве их учили "
321,Allana-Piza-YAzyk-telodvizhenij,114,0,423,105,56,False,"Европейский Способ Закидывания Ноги на Ногу Одна нога аккуратно лежит на другой, обычно правая на ле"
322,Allana-Piza-YAzyk-telodvizhenij,114,1,487,121,72,False,"Например, люди часто сидят закинув нога на ногу во время лекций или во время долгого сидения на неуд"
323,Allana-Piza-YAzyk-telodvizhenij,114,2,108,27,18,False,"Эта поза очень популярна у женщин во всем мире, особенно если они хотят выразить свое недовольство м"
324,Allana-Piza-YAzyk-telodvizhenij,116,0,417,104,60,False,Закидывание Ноги на Ногу с Образованием Угла Этот способ закидывания ноги на ногу свидетельствует о 
325,Allana-Piza-YAzyk-telodvizhenij,116,1,493,123,69,False,"Недавно я посетил ряд совещаний, на которых присутствовали 100 менеджеров и 500 работников сбыта. Об"
326,Allana-Piza-YAzyk-telodvizhenij,116,2,400,100,54,False,Их опасения были хорошо обоснованы. Этот коммивояжер метал гром и молнии по поводу низкого качества 
327,Allana-Piza-YAzyk-telodvizhenij,116,3,237,59,31,False,"Затем выступающий сменил тему, высказывая свое мнение о том, каковы должны быть взаимоотношения межд"
328,Allana-Piza-YAzyk-telodvizhenij,117,0,435,108,71,False,"Было очевидно, что они внутренне не соглашались с точкой зрения противоположной стороны, и позднее м"
329,Allana-Piza-YAzyk-telodvizhenij,117,1,473,118,71,False,"Для агента по продаже было бы неразумно заканчивать презентацию и спрашивать о заказе, если покупате"
330,Allana-Piza-YAzyk-telodvizhenij,117,2,127,31,22,False,"Иногда и женщины, если они в брюках или джинсах, могут сесть, закинув ногу на ногу так, что согнутая"
331,Allana-Piza-YAzyk-telodvizhenij,118,0,283,70,42,False,"Закладывание Ноги на Ногу с Фиксацией Ноги Руками Человек с быстрой реакцией, которого очень трудно "
332,Allana-Piza-YAzyk-telodvizhenij,119,0,411,102,64,False,"Перекрещенные Ноги в Положении Стоя. В следующий раз, когда вы будете присутствовать на совещании ил"
333,Allana-Piza-YAzyk-telodvizhenij,119,1,443,110,72,False,"Если бы вы спросили этих людей, то обнаружили бы, что или один из них, или все они не знакомы друг с"
334,Allana-Piza-YAzyk-telodvizhenij,120,0,431,107,69,False,членов группы. Все члены этой группы легко проникают в интимные зоны друг друга. При внимательном на
335,Allana-Piza-YAzyk-telodvizhenij,120,1,418,104,68,False,"В следующий раз, присоединяясь к группе незнакомых вам людей, стоящих в открытой дружественной манер"
336,Allana-Piza-YAzyk-telodvizhenij,121,0,480,120,72,False,Стадии Расслабления Напряженной Позы Как только люди начинают чувствовать себя уютно и сближаются с 
337,Allana-Piza-YAzyk-telodvizhenij,121,1,350,87,55,False,"Стадия 4. Руки уже разомкнуты, и одна рука свободно жестику лирует, она может пойти на бедро или в к"
338,Allana-Piza-YAzyk-telodvizhenij,123,0,467,116,73,False,"Защищается — или, может, Замерзла? Многие люди утверждают, что они скрещивают руки и ноги совсем не "
339,Allana-Piza-YAzyk-telodvizhenij,123,1,482,120,70,False,"Второе, когда человек замерзает, он может обхватить себя руками. Если его ноги скрещены, они, обычно"
340,Allana-Piza-YAzyk-telodvizhenij,124,0,385,96,57,False,"Прижатые к Друг Другу Лодыжки Скрещенные или сложенные на груди руки, закинутая нога на ногу предпол"
341,Allana-Piza-YAzyk-telodvizhenij,124,1,480,120,67,False,"84). Женский вариант слегка отличается: колени сведены вместе, ноги могут быть наклонно отведены в о"
342,Allana-Piza-YAzyk-telodvizhenij,124,2,308,77,46,False,"Например, мой друг адвокат рассказывал мне, что он часто замечал, что давая показания в кабинете сле"
343,Allana-Piza-YAzyk-telodvizhenij,124,3,408,102,57,False,"При проведении собеседования с претендентами на вакантную должность мы заметили, что большинство из "
344,Allana-Piza-YAzyk-telodvizhenij,124,4,217,54,33,False,"Но затем мы заметили, что если проводящий собеседование подойдет к столу посетителя и сядет рядом с "
345,Allana-Piza-YAzyk-telodvizhenij,126,0,387,96,58,False,Недавно мы консультировали одну фирму по вопросам эффек тивного использования телефона для общения с
346,Allana-Piza-YAzyk-telodvizhenij,126,1,217,54,31,False,"Я спросил: «Вам нравится эта работа?» Он ответил: «О да, это замечательная работа», Сказанное, однак"
347,Allana-Piza-YAzyk-telodvizhenij,126,2,492,123,72,False,"После небольшой паузы он расслабил ноги, повернулся ко мне, и, открыв ладони, сказал: «Фактически, о"
348,Allana-Piza-YAzyk-telodvizhenij,127,0,429,107,64,False,"Калеро установили, что когда один участник во время переговоров зажимал лодыжки, это означало, что о"
349,Allana-Piza-YAzyk-telodvizhenij,127,1,492,123,73,False,"Если вы тоже относитесь к этим людям, обратите внимание на то, что ваши руки и ноги будут чувствоват"
350,Allana-Piza-YAzyk-telodvizhenij,127,2,419,104,66,False,"Женщины, которые в эпоху мини юбок были подростками и носили мини юбку, сжимали ноги и лодыжки по по"
351,Allana-Piza-YAzyk-telodvizhenij,128,0,460,115,66,False,Фиксирование Ступни Одной Ноги на Голени Другой Этот жест используется почти исключительно только же
352,Allana-Piza-YAzyk-telodvizhenij,128,1,474,118,72,False,"Я вспоминаю случай, когда один молодой страховой агент пытался оформить страховку молодой семейной п"
353,Allana-Piza-YAzyk-telodvizhenij,131,0,449,112,65,False,Манера Сидеть Верхом на Стуле с Широко Расставленными Ногами Много веков назад мужчины пользовались 
354,Allana-Piza-YAzyk-telodvizhenij,131,1,455,113,65,False,"88). Спинка стула служит защитным средством и может превратить его в агрессивного, атакующего воина."
355,Allana-Piza-YAzyk-telodvizhenij,131,2,498,124,74,False,"Самый простой способ разоружить «седока» — встать или сесть за ним, от чего он почувствует уязвимост"
356,Allana-Piza-YAzyk-telodvizhenij,131,3,303,75,45,False,"Здесь лучше всего использовать невербальные средства нападения. Ведите беседу, стоя сверху над ним, "
